"","sprice","livarea","beds","baths","lgelot","age","pool"
"1493",120000,18,3,2,0,19,0
"1494",125000,20,4,2,0,19,0
"1495",230000,31,4,3,0,19,0
"1496",170000,21,4,2.5,0,20,0
"1497",149000,25,5,3,0,21,0
"1498",187000,20,3,2.5,0,40,0
"1499",186635,16,3,2,0,35,0
"1500",385000,43,3,3,1,38,0
"1501",230000,29,4,3,0,33,0
"1502",451584,35,3,4.5,0,33,0
"1503",320000,20,3,2,1,40,0
"1504",262000,25,3,3,0,43,1
"1505",325000,57,6,4,0,22,1
"1506",175000,20,3,2,0,41,1
"1507",131000,16,4,2,0,42,0
"1508",82000,10,3,1,0,45,0
"1509",99000,14,3,2,0,42,0
"1510",225000,23,4,3,0,16,1
"1511",87500,14,3,1,0,44,0
"1512",71000,10,2,1,0,44,0
"1513",70000,10,2,1,0,45,0
"1514",85900,16,2,2,0,45,0
"1515",96000,11,3,1,0,45,0
"1516",70000,19,4,2,0,42,0
"1517",71000,9,2,1,0,44,0
"1518",97400,14,3,2,0,44,0
"1519",99950,10,3,1,0,42,0
"1520",87500,13,3,1,0,46,0
"1521",99950,19,3,3,0,34,0
"1522",73000,8,2,1,0,46,0
"1523",70500,12,3,1,0,47,0
"1524",41000,9,2,1,0,45,0
"1525",88000,13,3,1.5,0,46,0
"1526",78000,9,2,1,0,43,0
"1527",83000,10,2,1,0,46,0
"1528",88000,10,3,1,0,40,0
"1529",67000,9,2,1,0,46,0
"1530",65000,9,2,1,0,45,0
"1531",90000,19,3,2,0,31,0
"1532",78000,10,2,1,0,46,0
"1533",53000,10,2,1,1,25,0
"1534",72000,13,3,1.5,0,45,0
"1535",130000,18,3,2,0,39,1
"1536",84500,12,3,1,0,40,0
"1537",102000,16,4,2,0,28,0
"1538",78000,8,2,1,0,47,0
"1539",90000,10,3,1,0,47,0
"1540",80000,10,3,1,0,46,0
"1541",80000,13,3,1,0,46,0
"1542",94000,10,3,1,0,42,0
"1543",101500,16,3,1.5,0,31,0
"1544",133000,14,4,2,0,36,0
"1545",140000,18,3,2,1,32,0
"1546",84000,12,3,2,0,33,0
"1547",103500,13,3,2,0,33,0
"1548",95000,21,3,2,0,42,0
"1549",83000,10,3,1,0,47,0
"1550",95000,15,3,2,0,47,0
"1551",79950,10,3,1,0,42,0
"1552",137000,16,3,2,0,18,1
"1553",185000,22,4,2.5,0,17,0
"1554",245000,21,3,2,0,14,0
"1555",153000,22,3,2,0,18,0
"1556",109000,14,3,2,0,17,0
"1557",118000,16,3,2,0,17,0
"1558",103000,16,3,2,0,18,0
"1559",197000,20,3,2,0,15,0
"1560",250000,39,4,3,0,13,1
"1561",241000,23,3,3,0,15,0
"1562",260000,33,5,3,0,18,0
"1563",126500,17,3,2,0,16,0
"1564",121500,14,3,2,0,15,0
"1565",119000,16,3,2,0,15,0
"1566",140230,16,3,2,0,16,0
"1567",147500,20,3,2,0,13,0
"1568",113500,15,3,2,0,14,0
"1569",97000,12,2,2,0,16,0
"1570",107000,11,3,2,0,15,0
"1571",60000,14,3,2,0,43,0
"1572",134000,18,3,2,0,13,0
"1573",117000,17,3,2,0,10,0
"1574",117500,17,4,2,0,11,0
"1575",128000,17,4,2,0,10,0
"1576",134000,19,3,2,0,9,0
"1577",130000,17,3,2,0,47,0
"1578",79000,10,3,1,0,48,0
"1579",81000,13,3,1.5,0,44,0
"1580",94000,13,2,2,0,47,0
"1581",83000,13,2,1.5,0,46,0
"1582",85000,15,3,1,0,48,0
"1583",99950,13,3,1.5,0,45,0
"1584",67500,14,3,2,0,31,0
"1585",104000,13,3,2,0,32,0
"1586",65000,17,3,2,0,43,0
"1587",52000,11,3,2,0,46,0
"1588",79950,10,3,1,0,46,0
"1589",82000,10,3,1,0,41,0
"1590",96000,14,3,1,0,45,0
"1591",64900,9,2,1,0,46,0
"1592",200000,49,9,7,1,97,0
"1593",84500,14,3,1.5,0,47,0
"1594",76500,10,2,1,0,49,0
"1595",88500,10,2,1,0,50,0
"1596",123000,15,3,2,0,3,0
"1597",85000,12,3,1.5,0,47,0
"1598",59000,10,3,1,0,44,0
"1599",85300,11,3,2,0,44,0
"1600",76850,10,3,1,0,42,0
"1601",93000,13,3,1,0,43,0
"1602",98500,17,3,3,0,43,0
"1603",69900,9,2,1,0,45,0
"1604",67400,9,2,1,0,44,0
"1605",108000,13,3,2,0,47,0
"1606",64900,11,2,1,0,48,0
"1607",104000,13,3,2,0,49,0
"1608",112000,18,4,2,0,49,0
"1609",91200,11,3,1.5,0,49,0
"1610",83000,10,2,1,0,49,0
"1611",90000,20,3,2,0,51,0
"1612",89000,10,3,1,0,48,0
"1613",90000,12,3,1,0,46,0
"1614",90000,10,3,1,0,40,0
"1615",69000,10,2,1,0,48,0
"1616",91000,13,3,2,0,47,0
"1617",129000,25,4,2,0,47,0
"1618",69000,12,3,1,0,46,0
"1619",92000,15,3,2,0,48,0
"1620",89000,10,3,1,0,48,0
"1621",110000,15,3,2,0,47,0
"1622",73000,11,4,2,0,43,0
"1623",73900,11,3,2,0,41,0
"1624",69900,11,4,2,0,43,0
"1625",60000,9,3,1,0,43,0
"1626",74000,10,3,1,0,46,0
"1627",39500,10,2,1,0,47,0
"1628",67000,10,3,1,0,46,0
"1629",54000,10,3,1,0,46,0
"1630",100000,13,3,1,0,47,1
"1631",65000,10,2,1,0,48,0
"1632",85000,14,2,2,0,47,0
"1633",105000,15,3,2,0,48,0
"1634",72000,10,2,1,0,49,0
"1635",62500,9,2,1,0,48,0
"1636",82000,11,3,1,0,49,0
"1637",75000,10,2,1,0,48,0
"1638",66000,11,3,2,0,46,0
"1639",115000,17,3,2,0,54,0
"1640",82000,11,3,1.5,0,54,0
"1641",93950,14,4,2,0,47,0
"1642",110000,15,3,2,0,51,0
"1643",75000,8,2,1,0,55,0
"1644",70050,12,2,1,0,54,0
"1645",86000,10,2,1.5,0,55,0
"1646",89950,12,2,1,0,43,0
"1647",105000,15,3,1.5,0,39,0
"1648",113500,17,3,2,0,55,0
"1649",85000,14,2,1,0,50,0
"1650",82500,14,3,1.5,0,45,0
"1651",68000,11,2,2,0,42,0
"1652",88000,10,3,1,0,55,0
"1653",75000,11,3,1,0,50,0
"1654",87500,13,3,1.5,0,49,0
"1655",85000,11,2,1,0,52,0
"1656",115000,15,4,2,0,55,0
"1657",64000,9,2,1,0,54,0
"1658",75000,10,3,2,0,50,0
"1659",83000,10,3,1,0,41,0
"1660",74900,15,4,1,0,53,0
"1661",85000,13,3,2,0,20,0
"1662",98950,12,3,2,0,20,0
"1663",230000,24,3,2.5,0,10,0
"1664",267000,28,4,2.5,0,12,0
"1665",215833,18,3,2,0,14,0
"1666",280000,30,5,3,0,13,0
"1667",137000,23,5,3,0,16,0
"1668",120000,13,3,2,0,16,1
"1669",154000,13,2,2,0,17,0
"1670",175000,16,2,2,0,15,0
"1671",183900,20,4,2,0,15,0
"1672",180000,16,3,2,0,14,0
"1673",160000,23,3,2.5,0,16,0
"1674",170000,19,3,2,0,15,1
"1675",184000,23,3,2,0,17,1
"1676",267500,29,4,3,0,10,1
"1677",171100,18,3,2,0,15,0
"1678",225000,20,3,2,0,14,0
"1679",195000,26,3,2.5,0,13,1
"1680",315000,31,4,2.5,0,14,0
"1681",150000,16,3,2,0,14,0
"1682",148000,18,3,2,0,12,0
"1683",188500,25,4,3,0,16,1
"1684",167000,22,4,3,0,12,0
"1685",141600,17,3,2,0,19,0
"1686",135000,17,3,2,0,18,1
"1687",170000,17,3,2,0,19,1
"1688",140000,18,4,2.5,0,19,1
"1689",345000,33,4,2.5,0,17,0
"1690",250000,25,4,2.5,0,17,0
"1691",214250,25,3,3,0,19,0
"1692",229950,27,6,3,0,19,0
"1693",190000,20,3,2.5,0,18,0
"1694",147000,19,3,2,0,17,0
"1695",227000,24,4,2,0,17,0
"1696",189000,23,4,3,0,19,0
"1697",209500,22,4,3,0,19,0
"1698",140000,18,3,2,0,17,0
"1699",180000,24,4,2,0,17,0
"1700",134000,15,3,2,0,18,0
"1701",132950,18,4,2,0,18,0
"1702",130000,19,4,3,0,17,0
"1703",135000,18,4,2,0,18,0
"1704",200000,21,3,2,0,19,0
"1705",282500,30,4,2.5,0,19,0
"1706",190000,15,2,2,0,19,0
"1707",175000,17,3,2,0,20,0
"1708",143000,24,5,3,0,18,0
"1709",169000,21,4,2,0,20,0
"1710",108000,13,3,2,0,21,0
"1711",142000,18,3,2,0,20,0
"1712",114000,18,4,2,0,21,0
"1713",131000,15,3,2,0,19,0
"1714",142850,18,4,2.5,0,19,0
"1715",140000,22,5,3,0,20,0
"1716",137000,17,3,2,0,20,0
"1717",103998,15,3,2,0,19,0
"1718",81700,13,3,2,0,20,0
"1719",106950,12,3,2,0,22,0
"1720",130000,19,4,2.5,0,21,0
"1721",120150,14,3,2,0,19,0
"1722",130000,17,3,2,0,21,0
"1723",139000,17,4,2.5,0,21,0
"1724",99000,13,3,2,0,20,0
"1725",165000,17,3,2,0,22,0
"1726",114000,13,3,2,0,20,0
"1727",297500,29,3,2,0,19,0
"1728",183000,22,3,2,0,19,1
"1729",168500,16,3,2,0,19,0
"1730",229000,21,3,3,0,20,0
"1731",200000,19,3,2.5,0,18,0
"1732",192500,16,3,2,0,18,0
"1733",220000,20,3,2,0,18,1
"1734",166000,22,3,2.5,0,17,0
"1735",245000,31,3,2.5,0,17,0
"1736",165000,20,3,2,1,17,0
"1737",117300,13,2,1,0,49,0
"1738",117500,20,3,2.5,0,49,1
"1739",104500,11,3,2,0,46,0
"1740",108000,13,3,1.5,0,46,0
"1741",130000,16,3,2,0,49,0
"1742",159950,25,3,3,0,50,0
"1743",137000,17,3,2,0,50,0
"1744",155850,17,4,2,0,50,0
"1745",230000,30,3,3,0,41,0
"1746",238000,30,4,3,0,48,0
"1747",87750,23,3,2.5,0,50,0
"1748",205000,22,4,2,0,45,1
"1749",152000,21,3,1.5,0,52,0
"1750",88500,12,2,1,0,45,0
"1751",98000,10,2,1,0,49,0
"1752",100000,11,2,1,0,50,0
"1753",108500,10,2,1,0,50,0
"1754",98700,11,2,1,0,66,0
"1755",107500,10,2,1,0,51,0
"1756",103500,13,3,2,0,47,0
"1757",112500,12,2,1,0,48,0
"1758",125000,19,3,1.5,0,57,0
"1759",102500,11,2,1,0,49,0
"1760",95000,21,4,2,0,48,0
"1761",96500,16,4,2,0,50,0
"1762",110000,14,2,2,0,50,0
"1763",155000,22,3,2,0,49,0
"1764",118000,14,3,1.5,0,50,0
"1765",116000,13,3,1,0,51,0
"1766",60000,10,2,1,0,51,0
"1767",285000,31,4,3,0,51,1
"1768",149500,16,3,1.5,0,59,0
"1769",200000,25,3,3,0,49,0
"1770",165000,26,3,2.5,0,45,0
"1771",190000,18,3,2.5,0,49,0
"1772",225000,26,4,3.5,0,66,0
"1773",120000,14,2,1,0,66,0
"1774",150000,19,3,2,0,69,0
"1775",300000,28,3,2.5,0,75,1
"1776",198500,22,4,2.5,0,61,0
"1777",295000,26,3,3,0,73,0
"1778",245000,22,3,2,0,59,0
"1779",307750,31,4,3,0,61,1
"1780",128000,14,2,1,0,57,0
"1781",265000,26,4,3,0,72,0
"1782",197500,20,3,2,0,61,0
"1783",121750,15,2,1,0,61,0
"1784",122000,15,2,1,0,64,0
"1785",89500,16,3,2,0,62,0
"1786",80000,11,3,1.5,0,74,0
"1787",124500,14,2,1,0,78,0
"1788",92000,10,2,1,0,52,0
"1789",149500,18,4,2,0,52,0
"1790",102000,10,2,1,0,80,0
"1791",115000,12,3,1,0,72,0
"1792",105000,10,2,1,0,73,0
"1793",107000,13,2,1,0,73,0
"1794",129000,15,3,1,1,71,0
"1795",112000,15,3,2,0,57,0
"1796",122750,14,3,2,0,78,0
"1797",104500,16,3,1.5,0,58,0
"1798",225000,42,4,3,0,57,0
"1799",104500,12,2,1,0,62,0
"1800",131000,13,2,1,0,58,0
"1801",162500,18,3,2,0,79,0
"1802",90000,17,3,2,0,57,0
"1803",121000,14,3,2,0,48,0
"1804",120000,18,2,2,0,49,0
"1805",139000,21,3,2,0,47,0
"1806",122500,19,3,1.5,0,61,0
"1807",119900,18,2,2,0,61,0
"1808",120000,14,2,1,0,62,0
"1809",145000,18,3,2,0,56,0
"1810",134000,18,2,1.5,0,59,0
"1811",100000,13,2,2,0,43,0
"1812",182000,23,3,1.5,0,85,0
"1813",137000,18,3,2.5,0,77,0
"1814",133000,21,4,2,0,79,0
"1815",118000,12,2,1,0,74,0
"1816",71500,11,2,1,0,80,0
"1817",68000,12,2,1,0,78,0
"1818",119000,12,3,2,0,42,0
"1819",169500,22,5,3,0,15,0
"1820",150000,15,3,2,0,18,0
"1821",159000,17,3,2,1,18,0
"1822",145000,17,3,2,0,13,0
"1823",138000,14,3,2,0,15,0
"1824",124950,14,3,2,0,15,0
"1825",164501,19,4,2,0,15,0
"1826",172500,21,4,2.5,0,15,0
"1827",110000,14,2,2,0,14,0
"1828",149900,19,4,2,0,14,0
"1829",142500,18,3,2,0,14,0
"1830",150000,18,4,2,0,16,0
"1831",119000,14,3,2,0,13,0
"1832",146000,16,4,2,0,14,0
"1833",121250,16,4,2,0,15,0
"1834",119000,14,3,2,0,14,0
"1835",115000,15,3,2,0,14,0
"1836",147000,15,3,2,0,6,0
"1837",154950,15,3,2,0,7,0
"1838",160000,18,3,2.5,0,6,0
"1839",173000,19,3,2.5,0,5,0
"1840",146500,15,3,2,0,7,0
"1841",178500,21,4,3,0,6,0
"1842",185500,21,4,3,0,6,0
"1843",163000,17,3,2,0,6,0
"1844",128000,15,3,2,0,6,0
"1845",154000,15,2,2,0,6,0
"1846",152900,15,3,2,0,6,0
"1847",158500,18,3,2.5,0,5,0
"1848",390000,30,4,3.5,0,4,0
"1849",230000,21,3,3,0,4,0
"1850",355000,45,5,4,0,5,0
"1851",285000,22,3,2.5,0,7,0
"1852",362500,29,4,3,0,6,0
"1853",465000,37,4,4.5,0,6,0
"1854",220000,20,3,3,0,3,0
"1855",242500,24,3,3,0,2,0
"1856",232000,20,3,2,0,4,0
"1857",740000,54,5,3.5,1,4,0
"1858",283500,26,4,3,0,5,0
"1859",355000,31,4,3.5,0,4,0
"1860",253000,22,3,3,0,5,0
"1861",250000,21,3,3,0,5,0
"1862",395000,32,4,4,0,6,0
"1863",425000,29,3,2.5,0,5,0
"1864",432000,29,3,2.5,0,6,0
"1865",525000,40,5,4,0,4,0
"1866",291500,29,4,3.5,0,5,0
"1867",340000,28,4,3,0,5,0
"1868",207500,19,2,2,0,1,0
"1869",196500,16,3,2,0,2,0
"1870",275000,22,3,3,0,5,0
"1871",215000,24,4,3,0,3,0
"1872",155000,16,3,2,0,6,0
"1873",167000,18,3,2.5,0,4,0
"1874",166000,18,3,2.5,0,4,0
"1875",120000,11,3,2,0,5,0
"1876",117500,12,3,2,0,4,0
"1877",110000,11,2,2,0,5,0
"1878",125000,16,3,2.5,0,4,0
"1879",500000,43,5,3.5,0,1,0
"1880",235000,20,3,2,0,0,0
"1881",185000,15,2,2,0,0,0
"1882",269950,23,4,3,0,2,0
"1883",127000,14,3,2.5,0,2,0
"1884",240000,30,4,2.5,0,2,0
"1885",80000,10,3,1,0,43,0
"1886",110000,21,4,3,0,69,0
"1887",84500,15,3,2,0,73,0
"1888",180000,16,3,3.5,0,73,0
"1889",144000,18,3,1.5,0,63,0
"1890",86000,8,2,1,0,35,0
"1891",78000,8,2,1,0,47,0
"1892",62000,8,2,1,0,46,0
"1893",90000,23,4,2,0,47,0
"1894",77500,10,3,1,0,46,0
"1895",89500,12,3,1.5,0,46,0
"1896",75000,9,2,1,0,47,0
"1897",82000,9,3,1,0,46,0
"1898",76805,8,2,1,0,47,0
"1899",72000,8,2,1,0,48,0
"1900",62500,8,2,1,0,48,0
"1901",76000,11,3,2,0,49,0
"1902",74000,8,2,1,0,51,0
"1903",83500,16,2,1,0,76,0
"1904",94000,12,3,2,0,22,0
"1905",87500,14,3,2,0,7,0
"1906",89950,14,2,2,0,47,0
"1907",75000,10,3,2,0,50,0
"1908",92000,11,3,1,0,36,0
"1909",81000,8,2,1,0,48,0
"1910",79500,10,3,1,0,46,0
"1911",91000,11,2,2,0,47,0
"1912",84000,8,2,1,0,47,0
"1913",95000,14,3,2,0,43,0
"1914",94500,10,2,1,0,46,0
"1915",82000,10,3,1,0,47,0
"1916",85000,10,3,1,0,48,0
"1917",90000,11,3,1,0,36,0
"1918",77000,11,3,1,0,46,0
"1919",125000,19,4,2,0,47,0
"1920",83000,8,2,1,0,48,0
"1921",88000,10,3,1,0,47,0
"1922",89950,11,3,1,0,51,0
"1923",71000,8,2,1,0,50,0
"1924",68500,8,2,1,0,49,0
"1925",75950,10,3,1,0,50,0
"1926",58000,9,2,1,0,51,0
"1927",75000,8,2,1,0,50,0
"1928",80000,9,2,1,0,13,0
"1929",62500,11,3,1,0,50,0
"1930",114950,14,3,2,0,0,0
"1931",129000,15,3,2,0,1,0
"1932",132500,14,3,2,0,2,0
"1933",142000,14,3,2,0,2,0
"1934",140000,14,3,2,0,2,0
"1935",155000,17,3,2,0,3,0
"1936",170000,19,3,2.5,0,6,0
"1937",186500,19,3,2,0,3,0
"1938",188500,20,4,2,0,4,0
"1939",158000,17,3,2,0,3,0
"1940",162000,15,2,2,0,7,0
"1941",219950,21,4,3,0,7,0
"1942",127000,12,3,2,0,3,0
"1943",100000,14,3,2,0,16,0
"1944",121500,16,4,2,0,16,0
"1945",148500,16,4,2,0,15,0
"1946",124400,15,3,2,0,12,0
"1947",359750,25,3,3,0,6,0
"1948",525000,35,4,4,0,2,0
"1949",279000,26,4,2.5,0,0,0
"1950",286300,26,4,2.5,0,0,0
"1951",222000,24,4,3,0,5,0
"1952",73000,12,3,1,0,48,0
"1953",88000,14,3,1.5,0,47,0
"1954",36000,9,2,1,0,52,0
"1955",75000,10,2,1,0,49,0
"1956",65000,9,2,1,0,46,0
"1957",70000,12,2,1,0,50,0
"1958",52500,11,2,1,0,52,0
"1959",36000,10,3,1,0,56,0
"1960",96150,17,3,2,0,42,0
"1961",62000,10,2,1,0,49,0
"1962",86000,12,2,2,0,51,0
"1963",69700,9,2,1,0,59,0
"1964",58000,13,3,2,0,77,0
"1965",60000,12,2,1,0,78,0
"1966",67500,10,2,1,0,51,0
"1967",45000,14,2,1,0,73,0
"1968",56000,11,2,1,0,52,0
"1969",54500,11,3,1,0,59,0
"1970",54500,9,2,1,0,67,0
"1971",68700,9,2,1.5,0,51,0
"1972",74555,9,3,1,0,47,0
"1973",41000,10,3,1,0,60,0
"1974",60000,11,2,1,0,45,0
"1975",81950,9,3,1,0,0,0
"1976",87500,12,3,2,0,2,0
"1977",125000,14,3,2,0,19,0
"1978",151000,17,3,2,0,15,0
"1979",141000,14,3,2,0,16,0
"1980",134500,14,3,2,0,17,0
"1981",150000,16,3,2,0,18,0
"1982",150000,19,3,2,0,18,0
"1983",181500,23,3,2.5,0,19,0
"1984",159000,19,3,2,0,18,0
"1985",182000,17,2,2,0,3,0
"1986",210000,19,2,2.5,0,5,0
"1987",186000,17,3,2,0,6,0
"1988",230000,16,2,2,0,6,0
"1989",335500,24,4,3,0,5,0
"1990",274000,23,4,3,0,4,0
"1991",497500,39,5,4.5,0,1,0
"1992",525000,41,4,3,0,0,0
"1993",415000,35,5,3,0,6,0
"1994",572500,45,5,4.5,0,0,0
"1995",436950,36,4,3.5,0,3,0
"1996",550000,39,4,3.5,0,2,0
"1997",264000,23,3,2.5,0,5,0
"1998",370000,32,4,3.5,0,4,0
"1999",250500,23,4,3,0,2,0
"2000",116900,11,3,2,0,4,0
"2001",120000,13,3,2,0,3,0
"2002",135000,13,3,2,0,5,0
"2003",149000,16,3,2.5,0,5,1
"2004",143000,16,3,2.5,0,6,0
"2005",127000,11,3,2,0,5,0
"2006",165000,17,3,2,0,14,0
"2007",180000,18,4,2,0,15,0
"2008",149000,15,3,2,0,16,1
"2009",159900,16,4,2,0,16,0
"2010",390000,33,4,3.5,0,1,0
"2011",365000,28,4,3,0,1,0
"2012",288299,24,4,2.5,0,0,0
"2013",35000,10,2,1,0,41,0
"2014",32000,9,2,1,0,57,0
"2015",30000,7,2,1,0,57,0
"2016",22000,7,1,1,0,50,0
"2017",55000,10,3,2,0,17,0
"2018",65000,11,3,1.5,0,77,0
"2019",73500,13,3,2,0,7,0
"2020",63000,15,3,2,0,53,0
"2021",32000,9,2,1,0,47,0
"2022",34000,10,2,1,0,51,0
"2023",110000,20,3,2.5,0,6,0
"2024",79950,16,5,2,0,86,0
"2025",92000,10,3,2,1,0,0
"2026",45000,8,2,1,0,42,0
"2027",54950,7,2,1,0,60,0
"2028",59400,8,2,1,0,58,0
"2029",63000,12,4,2.5,0,72,0
"2030",39000,11,2,1,0,51,0
"2031",81100,13,3,2,0,9,0
"2032",75000,12,3,1.5,0,7,0
"2033",77500,11,3,2,0,6,0
"2034",46200,10,2,1,0,48,0
"2035",35000,8,2,1,0,71,0
"2036",36300,12,3,1.5,0,19,0
"2037",145000,22,4,2,0,70,0
"2038",505000,32,3,3,0,41,0
"2039",100000,16,4,2,0,19,0
"2040",200000,32,6,3,0,38,0
"2041",239000,30,5,2,0,46,1
"2042",138000,25,4,2.5,0,24,0
"2043",69950,15,3,2,0,48,0
"2044",106000,10,3,1,0,41,0
"2045",95000,10,3,1,0,35,1
"2046",88900,10,3,1,0,35,0
"2047",96000,13,3,2,0,36,0
"2048",290000,24,4,3,0,37,0
"2049",94950,14,3,2,0,34,0
"2050",178000,24,4,2.5,0,21,1
"2051",122500,15,3,2,0,20,0
"2052",141000,23,5,3,0,21,0
"2053",370000,27,3,3,0,8,0
"2054",125000,16,4,2,0,10,0
"2055",62000,16,3,2,0,73,0
"2056",89000,10,3,1,0,70,0
"2057",90500,10,3,1,0,41,0
"2058",87500,10,3,1,0,41,0
"2059",95000,15,4,1.5,0,45,0
"2060",72500,11,2,2,0,48,0
"2061",84950,11,3,2,0,45,0
"2062",85600,16,3,2,0,42,0
"2063",47900,10,2,1,0,46,0
"2064",98000,10,3,2,0,0,0
"2065",39000,8,2,1,0,47,0
"2066",82500,8,2,1,0,47,0
"2067",57000,9,2,1,0,48,0
"2068",65500,11,2,2,0,49,0
"2069",82500,12,3,1,0,47,0
"2070",90000,10,3,1,0,36,0
"2071",194000,24,4,3.5,0,41,0
"2072",74950,8,2,1,0,52,0
"2073",81000,10,2,1,0,50,0
"2074",78000,12,3,1,0,50,0
"2075",80000,12,2,1,0,57,0
"2076",84500,10,2,1,0,49,0
"2077",61000,12,3,2,0,49,0
"2078",41000,7,1,1,0,49,0
"2079",71900,17,3,2,0,50,0
"2080",90000,12,3,1,0,48,0
"2081",73000,11,2,1,0,61,0
"2082",72000,12,2,1,0,50,0
"2083",86500,12,3,1,0,42,0
"2084",89000,13,3,1,0,43,0
"2085",78000,11,2,1,0,43,0
"2086",99000,17,3,2,0,45,0
"2087",88000,10,3,1.5,0,45,0
"2088",88000,13,3,2,0,49,0
"2089",74000,11,3,1,0,45,0
"2090",68500,11,2,1,0,51,0
"2091",78000,14,3,1,0,50,0
"2092",73000,10,2,1,0,51,0
"2093",64900,10,2,1,0,50,0
"2094",86500,12,2,1,0,51,0
"2095",105000,17,3,2,0,48,0
"2096",79500,13,2,1.5,0,48,0
"2097",76000,13,2,1,0,50,0
"2098",88200,10,2,1,0,51,0
"2099",79900,12,3,2,0,50,0
"2100",43000,10,2,1,0,50,0
"2101",97000,10,2,1,0,50,0
"2102",65000,8,2,1,0,58,0
"2103",52500,12,2,1,0,50,0
"2104",68500,12,3,1,0,53,0
"2105",67000,12,2,2,0,55,0
"2106",94000,15,3,2,0,50,0
"2107",112000,13,3,2,0,52,0
"2108",72500,10,2,1,0,51,0
"2109",85000,11,2,1,0,48,0
"2110",90000,11,2,1,0,58,0
"2111",85000,10,2,1,0,55,0
"2112",80000,12,2,1,0,56,0
"2113",75000,12,3,1,0,53,0
"2114",69000,9,2,1,0,51,0
"2115",105000,15,3,2,0,11,0
"2116",88000,12,3,2,0,10,0
"2117",115000,14,3,2,0,1,0
"2118",183000,23,3,3,0,57,0
"2119",141000,19,3,2,0,56,0
"2120",230000,29,3,3,0,73,0
"2121",260000,31,3,2.5,0,74,0
"2122",119500,19,3,1.5,0,53,0
"2123",75000,7,2,1,0,71,0
"2124",140000,22,4,1.5,0,73,0
"2125",105000,11,3,1,0,45,0
"2126",76000,13,2,1,0,60,0
"2127",52505,8,2,1,0,60,0
"2128",90750,13,2,1,0,82,0
"2129",123000,14,3,1.5,0,48,0
"2130",104000,11,2,1,0,57,0
"2131",117500,15,3,1,0,47,0
"2132",106000,12,2,1,0,55,0
"2133",102500,20,5,2,0,55,0
"2134",109500,13,2,1,0,57,0
"2135",115000,17,3,2,0,52,0
"2136",90000,11,2,1,0,52,0
"2137",88000,12,3,1,0,52,0
"2138",99000,12,2,2,0,51,0
"2139",82500,12,3,1,0,52,0
"2140",99950,10,3,1,0,54,0
"2141",85000,12,2,2,0,55,0
"2142",95000,16,3,1.5,0,56,0
"2143",118500,14,3,1,0,56,0
"2144",70000,12,2,1,0,59,0
"2145",127000,14,2,2,0,56,0
"2146",96000,13,3,1,0,75,0
"2147",71000,10,2,1,0,71,0
"2148",65000,12,3,1,0,51,0
"2149",76000,11,2,1.5,0,56,0
"2150",105000,16,4,2,0,87,0
"2151",47000,7,1,1,0,73,0
"2152",59000,8,2,1,0,72,0
"2153",63500,11,2,1,0,56,0
"2154",69900,11,2,1,0,59,0
"2155",74000,11,3,1,0,80,0
"2156",57000,8,2,1,0,83,0
"2157",74000,14,2,1,0,51,0
"2158",72500,10,2,1.5,0,73,0
"2159",66000,17,4,2,0,85,0
"2160",56000,9,2,1,0,52,0
"2161",82900,11,3,2,0,20,0
"2162",59800,9,2,1,0,55,0
"2163",72000,10,2,1.5,0,76,0
"2164",50000,8,2,1,0,0,0
"2165",59000,10,2,1,0,72,0
"2166",91500,21,2,2,0,56,0
"2167",77200,16,4,3,0,77,0
"2168",63000,13,2,1,0,88,0
"2169",67000,10,2,1,0,90,0
"2170",89950,11,2,1,0,78,0
"2171",99500,17,3,1.5,0,78,0
"2172",94000,15,3,2.5,0,78,0
"2173",208000,26,3,3.5,0,82,0
"2174",67000,12,2,1,0,63,0
"2175",70000,15,2,1,0,83,0
"2176",82500,13,2,1.5,0,83,0
"2177",55000,11,2,1,0,56,0
"2178",55000,9,3,1,0,55,0
"2179",59950,9,3,1,0,48,0
"2180",25000,8,2,1,0,49,0
"2181",59950,10,3,1,0,42,0
"2182",43000,8,2,1,0,50,0
"2183",40000,12,2,1,0,47,0
"2184",85000,16,3,1,0,47,0
"2185",81500,11,3,1,0,48,0
"2186",74000,10,3,1,0,47,0
"2187",89950,12,3,1,0,48,0
"2188",62500,11,2,1,0,41,0
"2189",60950,11,2,1,0,45,0
"2190",47100,10,2,1,0,45,0
"2191",74500,12,3,1,0,46,0
"2192",73000,8,2,1,0,57,0
"2193",75000,12,2,1,0,78,0
"2194",45000,7,2,1,0,49,0
"2195",42700,10,2,1,0,48,0
"2196",89000,13,3,2,0,5,0
"2197",45000,12,3,1,0,37,0
"2198",52000,13,2,1,0,68,0
"2199",88000,11,3,1,0,57,0
"2200",68000,10,2,1,0,59,0
"2201",70000,11,3,1,0,49,0
"2202",83000,12,3,1,0,52,0
"2203",85000,10,2,1,0,49,0
"2204",41000,10,2,1,0,97,0
"2205",89101,15,3,2,0,48,0
"2206",57890,10,2,1,0,57,0
"2207",92500,11,2,1,0,71,0
"2208",80000,10,2,1,0,67,0
"2209",59000,12,2,1,0,64,0
"2210",89000,19,3,1.5,0,56,0
"2211",122950,15,3,2,0,14,0
"2212",149950,17,3,2,0,14,0
"2213",105000,17,3,1.5,0,70,0
"2214",215000,18,3,2,0,70,0
"2215",152000,18,3,1,0,67,0
